KOI_00232 9.998e-01 5.7662e+00 9.29e-06 9.998e-01 1.2466e+01 6.09e-05 9.998e-01 2.1587e+01 8.85e-06 9.998e-01 3.7997e+01 9.97e-06 9.998e-01 5.6255e+01 8.85e-06
KOI_00238 1.047e+00 1.7232e+01 1.82e-05 1.047e+00 2.6694e+01 5.57e-06
KOI_00244 1.179e+00 6.2386e+00 3.71e-05 1.179e+00 1.2720e+01 1.42e-04
KOI_00245 7.552e-01 1.3367e+01 3.25e-07 7.552e-01 2.1302e+01 1.66e-06 7.552e-01 3.9792e+01 1.25e-05 7.552e-01 5.1199e+01 5.28e-07
KOI_00248 5.495e-01 2.5766e+00 1.07e-05 5.495e-01 7.2038e+00 2.36e-05 5.495e-01 1.0913e+01 2.07e-05 5.495e-01 1.8596e+01 1.24e-05
KOI_00250 6.431e-01 3.5439e+00 3.86e-06 6.431e-01 1.2283e+01 3.05e-05 6.431e-01 1.7251e+01 2.77e-05 6.431e-01 4.6828e+01 2.83e-05
KOI_00251 5.623e-01 4.1644e+00 2.24e-05 5.623e-01 5.7745e+00 2.10e-06
KOI_00260 1.102e+00 1.0496e+01 7.41e-06 1.102e+00 1.0028e+02 2.22e-05
KOI_00262 1.230e+00 7.8125e+00 1.52e-05 1.230e+00 9.3761e+00 2.49e-05
KOI_00270 9.335e-01 1.2583e+01 1.01e-05 9.335e-01 3.3673e+01 1.43e-05
KOI_00271 1.256e+00 2.9392e+01 1.95e-05 1.256e+00 4.8631e+01 2.15e-05
KOI_00274 1.181e+00 1.5092e+01 3.79e-06 1.181e+00 2.2795e+01 3.86e-06
KOI_00275 1.171e+00 1.5792e+01 1.19e-05 1.171e+00 8.2200e+01 1.30e-05
KOI_00279 1.006e+00 1.5413e+01 1.33e-05 1.006e+00 2.8455e+01 6.87e-05
KOI_00282 9.595e-01 8.4575e+00 4.22e-06 9.595e-01 2.7509e+01 3.65e-05
KOI_00284 9.707e-01 6.1782e+00 3.59e-06 9.707e-01 6.4148e+00 3.93e-06 9.707e-01 1.8010e+01 6.83e-06
KOI_00291 1.013e+00 8.1299e+00 1.44e-05 1.013e+00 3.1518e+01 2.38e-05
KOI_00304 1.168e+00 5.5184e+00 3.72e-06 1.168e+00 8.5121e+00 7.90e-05
KOI_00307 1.138e+00 5.2111e+00 4.01e-06 1.138e+00 1.9674e+01 1.01e-05
KOI_00312 1.194e+00 1.1579e+01 1.14e-05 1.194e+00 1.6399e+01 1.05e-05
KOI_00313 9.129e-01 8.4364e+00 8.01e-06 9.129e-01 1.8736e+01 1.52e-05
KOI_00314 5.623e-01 1.0312e+01 1.36e-06 5.623e-01 1.3781e+01 8.53e-06 5.623e-01 2.3089e+01 9.74e-06
KOI_00316 1.084e+00 1.5771e+01 2.36e-05 1.084e+00 1.5706e+02 2.77e-05
KOI_00338 9.913e-01 3.1075e+00 1.09e-03 9.913e-01 7.0106e+00 5.21e-03
KOI_00339 9.342e-01 1.9804e+00 7.41e-06 9.342e-01 1.2834e+01 8.53e-06
KOI_00341 9.515e-01 4.6996e+00 7.71e-06 9.515e-01 1.4341e+01 2.85e-05
KOI_00343 9.891e-01 2.0241e+00 1.08e-05 9.891e-01 4.7617e+00 2.29e-05 9.891e-01 4.1809e+01 7.71e-06
KOI_00351 1.093e+00 5.9738e+01 1.89e-05 1.093e+00 2.1059e+02 1.47e-04 1.093e+00 3.3164e+02 2.98e-04
KOI_00369 1.037e+00 5.8852e+00 3.93e-06 1.037e+00 1.0105e+01 3.52e-06
KOI_00370 1.273e+00 2.2950e+01 2.24e-05 1.273e+00 4.2883e+01 6.12e-05
KOI_00377 1.047e+00 1.5930e+00 8.64e-06 1.047e+00 1.9274e+01 2.34e-04 1.047e+00 3.8907e+01 2.30e-04
KOI_00379 1.095e+00 6.7173e+00 2.12e-05 1.095e+00 2.3136e+01 1.04e-05
KOI_00386 9.595e-01 3.1159e+01 3.41e-05 9.595e-01 7.6732e+01 2.77e-05
KOI_00392 1.006e+00 1.2611e+01 5.41e-06 1.006e+00 3.3418e+01 1.63e-05
KOI_00398 8.701e-01 1.7294e+00 9.63e-06 8.701e-01 4.1801e+00 3.58e-05 8.701e-01 5.1847e+01 2.56e-04
KOI_00401 9.684e-01 2.9199e+01 1.45e-04 9.684e-01 1.6002e+02 1.50e-04
KOI_00408 9.342e-01 7.3820e+00 4.50e-05 9.342e-01 1.2561e+01 2.71e-05 9.342e-01 3.0827e+01 2.32e-05
KOI_00413 8.234e-01 1.5229e+01 2.41e-05 8.234e-01 2.4674e+01 1.38e-05
KOI_00416 7.973e-01 1.8208e+01 2.52e-05 7.973e-01 8.8255e+01 2.34e-05
KOI_00427 8.136e-01 2.4615e+01 6.09e-05 8.136e-01 4.2950e+01 2.24e-05
KOI_00431 7.734e-01 1.8870e+01 2.51e-05 7.734e-01 4.6902e+01 1.95e-05
KOI_00433 9.121e-01 4.0305e+00 1.04e-04 9.121e-01 3.2824e+02 5.83e-04
KOI_00438 5.859e-01 5.9312e+00 9.40e-06 5.859e-01 5.2662e+01 1.38e-05
KOI_00440 7.639e-01 4.9735e+00 1.76e-05 7.639e-01 1.5907e+01 1.61e-05
KOI_00442 9.998e-01 1.7323e+00 5.75e-06 9.998e-01 1.3540e+01 1.67e-05
KOI_00446 6.069e-01 1.6709e+01 9.63e-06 6.069e-01 2.8551e+01 9.18e-06
KOI_00448 5.057e-01 1.0140e+01 9.74e-06 5.057e-01 4.3609e+01 1.69e-05
KOI_00456 8.310e-01 4.3094e+00 6.92e-06 8.310e-01 1.3699e+01 3.45e-05
KOI_00457 7.747e-01 4.9214e+00 1.05e-05 7.747e-01 7.0643e+00 1.29e-05
KOI_00459 8.502e-01 6.9197e+00 4.68e-06 8.502e-01 1.9446e+01 3.07e-05
KOI_00464 9.298e-01 5.3502e+00 2.20e-05 9.298e-01 5.8362e+01 1.53e-04
KOI_00471 9.556e-01 7.8110e+00 3.26e-06 9.556e-01 2.1347e+01 1.66e-05
KOI_00474 1.115e+00 1.0946e+01 2.17e-05 1.115e+00 2.8987e+01 2.10e-05 1.115e+00 9.4883e+01 3.38e-05
KOI_00475 7.144e-01 8.1809e+00 1.30e-05 7.144e-01 1.5313e+01 1.61e-05
KOI_00481 7.747e-01 1.5540e+00 7.31e-06 7.747e-01 7.6503e+00 1.78e-05 7.747e-01 3.4261e+01 1.89e-05
KOI_00490 7.584e-01 4.3931e+00 9.18e-06 7.584e-01 7.4061e+00 8.22e-06 7.584e-01 2.1804e+01 6.01e-06
KOI_00497 1.093e+00 4.4254e+00 7.21e-06 1.093e+00 1.3193e+01 2.40e-05
KOI_00500 7.199e-01 9.8679e-01 5.83e-06 7.199e-01 3.0722e+00 7.21e-06 7.199e-01 4.6453e+00 8.22e-06 7.199e-01 7.0534e+00 2.22e-05 7.199e-01 9.5218e+00 2.49e-05
KOI_00505 8.700e-01 6.1957e+00 8.11e-06 8.700e-01 1.3767e+01 2.64e-05
KOI_00508 1.110e+00 7.9306e+00 3.83e-05 1.110e+00 1.6666e+01 3.54e-05
KOI_00509 8.880e-01 4.1670e+00 1.58e-05 8.880e-01 1.1464e+01 2.29e-05
KOI_00510 8.588e-01 2.9403e+00 1.85e-05 8.588e-01 6.3890e+00 2.18e-05 8.588e-01 1.4627e+01 1.79e-05
KOI_00511 7.771e-01 4.2638e+00 4.84e-06 7.771e-01 8.0058e+00 1.60e-05
KOI_00518 6.055e-01 1.3982e+01 1.40e-05 6.055e-01 4.4000e+01 7.31e-06
KOI_00519 1.019e+00 1.1904e+01 1.87e-05 1.019e+00 3.4035e+01 2.03e-05
KOI_00520 8.133e-01 5.4330e+00 7.21e-06 8.133e-01 1.2760e+01 2.10e-05 8.133e-01 2.5751e+01 2.75e-05
KOI_00523 1.056e+00 3.6855e+01 2.62e-05 1.056e+00 4.9412e+01 1.64e-04
KOI_00528 8.433e-01 9.5767e+00 2.18e-05 8.433e-01 2.0553e+01 3.13e-05 8.433e-01 9.6672e+01 3.45e-05
KOI_00534 8.055e-01 2.7359e+00 8.64e-06 8.055e-01 6.4001e+00 1.87e-05
KOI_00542 8.413e-01 1.3818e+01 6.19e-06 8.413e-01 4.1886e+01 1.89e-05
KOI_00543 8.281e-01 3.1379e+00 5.92e-06 8.281e-01 4.3022e+00 1.57e-05
KOI_00546 1.132e+00 9.8260e+00 1.67e-05 1.132e+00 2.0684e+01 3.13e-05
KOI_00551 9.783e-01 5.6880e+00 1.23e-05 9.783e-01 1.1637e+01 1.57e-05
KOI_00555 8.510e-01 3.7017e+00 6.01e-06 8.510e-01 8.6493e+01 2.29e-05
KOI_00564 9.556e-01 2.1055e+01 2.18e-05 9.556e-01 1.2790e+02 1.24e-04
KOI_00567 8.299e-01 1.0688e+01 2.22e-05 8.299e-01 2.0303e+01 1.48e-05 8.299e-01 2.9023e+01 2.03e-05
KOI_00569 8.066e-01 1.6329e+00 5.08e-06 8.066e-01 2.0729e+01 1.78e-05
KOI_00571 5.413e-01 3.8868e+00 5.24e-06 5.413e-01 7.2672e+00 7.21e-06 5.413e-01 1.3343e+01 8.75e-06 5.413e-01 2.2408e+01 7.21e-06
KOI_00572 8.586e-01 4.9389e+00 4.68e-06 8.586e-01 1.0640e+01 1.89e-05
KOI_00573 9.595e-01 2.0619e+00 9.29e-06 9.595e-01 5.9966e+00 2.89e-05
KOI_00574 7.973e-01 1.0400e+01 3.93e-06 7.973e-01 2.0135e+01 1.90e-05
KOI_00579 8.376e-01 2.0200e+00 7.41e-06 8.376e-01 3.7630e+00 9.51e-06
KOI_00582 8.376e-01 5.9451e+00 1.58e-05 8.376e-01 1.7739e+01 1.41e-05
KOI_00584 8.542e-01 9.9267e+00 1.67e-05 8.542e-01 2.1223e+01 1.38e-05
KOI_00590 1.132e+00 1.1389e+01 1.87e-05 1.132e+00 5.0699e+01 2.73e-05
KOI_00593 1.019e+00 9.9976e+00 2.20e-05 1.019e+00 9.0411e+01 4.67e-05
KOI_00597 9.015e-01 2.0922e+00 6.46e-06 9.015e-01 1.7308e+01 2.15e-05
KOI_00601 1.021e+00 5.4043e+00 2.58e-05 1.021e+00 1.1679e+01 1.94e-03
KOI_00612 9.621e-01 2.0740e+01 7.67e-05 9.621e-01 4.7426e+01 9.91e-05
KOI_00620 9.989e-01 4.5156e+01 1.68e-04 9.989e-01 8.5313e+01 1.09e-04 9.989e-01 1.3018e+02 3.23e-04
KOI_00623 8.614e-01 5.5994e+00 4.22e-06 8.614e-01 1.0350e+01 5.66e-06 8.614e-01 1.5677e+01 6.19e-06
KOI_00624 9.323e-01 1.7790e+01 1.92e-05 9.323e-01 4.9567e+01 1.82e-05
KOI_00638 9.547e-01 2.3637e+01 4.20e-05 9.547e-01 6.7093e+01 4.65e-05
KOI_00645 9.293e-01 8.5034e+00 2.03e-05 9.293e-01 2.3784e+01 2.00e-05
KOI_00655 1.170e+00 2.5672e+01 2.45e-05 1.170e+00 1.5189e+02 2.05e-05
KOI_00657 7.138e-01 4.0694e+00 8.22e-06 7.138e-01 1.6282e+01 1.36e-05
KOI_00658 9.781e-01 3.1627e+00 1.29e-05 9.781e-01 5.3706e+00 1.28e-05 9.781e-01 1.1330e+01 3.93e-06
KOI_00661 9.609e-01 1.4401e+01 1.33e-05 9.609e-01 2.5659e+01 5.57e-06
KOI_00663 5.995e-01 2.7556e+00 6.64e-06 5.995e-01 2.0307e+01 1.03e-05
KOI_00664 9.501e-01 7.7822e+00 4.30e-06 9.501e-01 1.3137e+01 1.04e-05 9.501e-01 2.3442e+01 4.30e-06
KOI_00665 1.019e+00 1.6119e+00 4.08e-06 1.019e+00 3.0716e+00 3.59e-06 1.019e+00 5.8681e+00 2.00e-05
KOI_00671 1.030e+00 4.2287e+00 8.53e-06 1.030e+00 1.6260e+01 8.01e-06
KOI_00672 9.363e-01 1.6088e+01 2.15e-05 9.363e-01 4.1750e+01 3.19e-05
KOI_00676 6.070e-01 2.4532e+00 2.08e-05 6.070e-01 7.9725e+00 3.51e-05
KOI_00678 9.678e-01 4.1386e+00 3.45e-05 9.678e-01 6.0405e+00 4.08e-05
KOI_00679 1.149e+00 1.6258e+01 2.64e-06 1.149e+00 3.1805e+01 2.17e-05
KOI_00691 9.818e-01 1.6225e+01 4.76e-06 9.818e-01 2.9667e+01 2.73e-05
KOI_00692 9.549e-01 2.4623e+00 3.66e-06 9.549e-01 4.8229e+00 1.28e-05
KOI_00693 1.019e+00 1.5660e+01 1.09e-05 1.019e+00 2.8780e+01 9.63e-06
KOI_00700 7.585e-01 9.3606e+00 5.08e-06 7.585e-01 1.4667e+01 5.08e-06 7.585e-01 3.0864e+01 1.64e-05
KOI_00701 6.423e-01 5.7149e+00 4.91e-06 6.423e-01 1.8164e+01 1.19e-05 6.423e-01 1.2239e+02 7.61e-06
KOI_00707 1.293e+00 5.6679e+00 1.04e-05 1.293e+00 1.3176e+01 3.78e-05 1.293e+00 2.1776e+01 1.08e-04 1.293e+00 3.1784e+01 5.95e-05 1.293e+00 4.1029e+01 7.51e-05
KOI_00708 1.011e+00 7.6935e+00 1.03e-05 1.011e+00 1.7407e+01 2.05e-05
KOI_00711 1.028e+00 3.6193e+00 6.92e-06 1.028e+00 4.4699e+01 3.26e-05 1.028e+00 1.2452e+02 2.56e-05
KOI_00718 1.164e+00 4.5855e+00 2.10e-05 1.164e+00 2.2715e+01 3.01e-05 1.164e+00 4.7904e+01 2.27e-05
KOI_00720 7.179e-01 2.7959e+00 6.10e-06 7.179e-01 5.6906e+00 2.25e-05 7.179e-01 1.0042e+01 2.03e-05 7.179e-01 1.8370e+01 2.40e-05
KOI_00723 9.100e-01 3.9370e+00 3.43e-05 9.100e-01 1.0089e+01 7.44e-05 9.100e-01 2.8082e+01 4.23e-05
KOI_00730 8.588e-01 7.3840e+00 7.51e-06 8.588e-01 9.8487e+00 1.11e-05 8.588e-01 1.4788e+01 2.60e-05 8.588e-01 1.9721e+01 1.87e-05
KOI_00733 7.366e-01 3.1329e+00 5.66e-06 7.366e-01 5.9250e+00 2.05e-05 7.366e-01 1.1349e+01 1.54e-05 7.366e-01 1.8644e+01 1.64e-05
KOI_00736 5.575e-01 6.7390e+00 5.41e-06 5.575e-01 1.8794e+01 1.52e-05
KOI_00738 9.342e-01 1.0338e+01 4.11e-05 9.342e-01 1.3290e+01 3.34e-05
KOI_00749 8.571e-01 3.9410e+00 7.51e-06 8.571e-01 5.3496e+00 1.57e-05 8.571e-01 8.1094e+00 5.41e-06
KOI_00752 9.933e-01 9.4881e+00 2.13e-05 9.933e-01 5.4418e+01 3.30e-05
KOI_00756 9.977e-01 2.5666e+00 7.21e-06 9.977e-01 4.1344e+00 2.47e-05 9.977e-01 1.1094e+01 5.39e-05
KOI_00757 7.927e-01 6.2529e+00 1.37e-05 7.927e-01 1.6069e+01 7.38e-05 7.927e-01 4.1193e+01 3.32e-05
KOI_00775 5.413e-01 7.8774e+00 1.38e-05 5.413e-01 1.6385e+01 1.05e-05 5.413e-01 3.6446e+01 1.08e-05
KOI_00784 5.783e-01 1.0065e+01 1.20e-05 5.783e-01 1.9271e+01 1.15e-05
KOI_00787 9.989e-01 4.4312e+00 2.65e-05 9.989e-01 1.1379e+01 3.97e-05
KOI_00800 1.100e+00 2.7115e+00 3.45e-05 1.100e+00 7.2120e+00 3.71e-05
KOI_00806 9.720e-01 2.9164e+01 1.40e-05 9.720e-01 6.0323e+01 6.15e-04 9.720e-01 1.4321e+02 3.12e-04
KOI_00812 5.995e-01 3.3402e+00 1.51e-05 5.995e-01 7.8250e+00 5.08e-06 5.995e-01 2.0061e+01 1.40e-05 5.995e-01 4.6183e+01 1.28e-05
KOI_00817 5.495e-01 8.2956e+00 1.24e-05 5.495e-01 2.3968e+01 9.74e-06
KOI_00825 7.022e-01 4.7150e+00 7.81e-06 7.022e-01 8.1036e+00 1.67e-05
KOI_00829 9.777e-01 9.7519e+00 1.15e-05 9.777e-01 1.8649e+01 2.67e-05 9.777e-01 3.8558e+01 3.23e-05
KOI_00834 9.989e-01 2.0908e+00 3.19e-06 9.989e-01 6.1555e+00 8.01e-06 9.989e-01 1.3233e+01 1.23e-05 9.989e-01 2.3654e+01 9.43e-05
KOI_00835 7.422e-01 1.1763e+01 1.60e-05 7.422e-01 5.6228e+01 1.63e-05
KOI_00837 7.973e-01 4.1445e+00 5.57e-06 7.973e-01 7.9536e+00 1.40e-05
KOI_00841 9.977e-01 1.5335e+01 9.84e-05 9.977e-01 3.1331e+01 1.68e-04
KOI_00842 6.340e-01 1.2718e+01 1.30e-05 6.340e-01 3.6066e+01 1.92e-05
KOI_00853 7.863e-01 8.2039e+00 1.79e-05 7.863e-01 1.4497e+01 9.85e-06
KOI_00857 9.051e-01 5.7154e+00 1.63e-05 9.051e-01 2.0026e+01 2.31e-05
KOI_00864 8.376e-01 4.3118e+00 2.00e-05 8.376e-01 9.7673e+00 1.84e-05 8.376e-01 2.0050e+01 1.57e-05
KOI_00869 7.926e-01 3.2198e+00 9.51e-06 7.926e-01 7.4902e+00 2.38e-05 7.926e-01 1.7461e+01 2.25e-05 7.926e-01 3.6280e+01 3.30e-05
KOI_00870 7.584e-01 5.9123e+00 2.02e-05 7.584e-01 8.9857e+00 1.75e-05
KOI_00872 7.972e-01 6.7666e+00 6.55e-06 7.972e-01 3.3602e+01 1.67e-04
KOI_00874 8.446e-01 4.6018e+00 1.61e-05 8.446e-01 1.1187e+01 7.12e-06
KOI_00877 6.355e-01 5.9549e+00 1.85e-05 6.355e-01 1.2040e+01 1.78e-05
KOI_00880 9.322e-01 2.3830e+00 6.19e-06 9.322e-01 5.9022e+00 1.73e-05 9.322e-01 2.6443e+01 5.22e-05 9.322e-01 5.1530e+01 9.51e-05
KOI_00881 8.243e-01 2.1022e+01 3.47e-05 8.243e-01 2.2689e+02 6.27e-05
KOI_00884 8.315e-01 3.3362e+00 7.81e-06 8.315e-01 9.4395e+00 5.58e-05 8.315e-01 2.0477e+01 5.86e-05
KOI_00886 5.121e-01 8.0109e+00 1.38e-05 5.121e-01 1.2072e+01 4.60e-06 5.121e-01 2.0995e+01 9.40e-06
KOI_00896 9.130e-01 6.3082e+00 3.34e-05 9.130e-01 1.6240e+01 6.72e-05
KOI_00898 6.639e-01 5.1698e+00 1.50e-05 6.639e-01 9.7705e+00 2.56e-05 6.639e-01 2.0090e+01 1.76e-05
KOI_00899 5.413e-01 3.3066e+00 4.76e-06 5.413e-01 7.1137e+00 8.32e-06 5.413e-01 1.5368e+01 8.01e-06
KOI_00904 6.142e-01 2.2111e+00 8.43e-06 6.142e-01 4.6175e+00 6.55e-06 6.142e-01 1.0199e+01 8.96e-06 6.142e-01 2.7948e+01 1.87e-05 6.142e-01 4.2152e+01 1.54e-05
KOI_00906 7.863e-01 4.1479e+00 3.13e-06 7.863e-01 7.1568e+00 1.76e-05 7.863e-01 1.7648e+01 2.15e-05
KOI_00907 9.042e-01 4.7909e+00 8.53e-06 9.042e-01 1.6514e+01 4.30e-05 9.042e-01 3.0133e+01 4.75e-05 9.042e-01 9.9637e+01 5.44e-05
KOI_00912 5.240e-01 6.6684e+00 3.52e-06 5.240e-01 1.0849e+01 1.21e-05
KOI_00921 8.542e-01 3.7841e+00 9.63e-06 8.542e-01 1.0282e+01 2.25e-05 8.542e-01 1.8120e+01 3.07e-05
KOI_00934 9.559e-01 5.8267e+00 4.55e-05 9.559e-01 1.2412e+01 1.79e-05 9.559e-01 1.8747e+01 2.38e-05
KOI_00935 1.159e+00 9.6169e+00 1.10e-05 1.159e+00 2.0861e+01 9.91e-05 1.159e+00 4.2632e+01 8.51e-05 1.159e+00 8.7647e+01 5.25e-05
KOI_00936 5.413e-01 8.9305e-01 7.31e-06 5.413e-01 9.4678e+00 2.31e-05
KOI_00938 9.559e-01 1.0456e+00 5.83e-06 9.559e-01 5.7144e+00 9.40e-06 9.559e-01 9.9460e+00 3.21e-05
KOI_00939 1.022e+00 1.6204e+00 3.86e-06 1.022e+00 3.3880e+00 7.61e-06 1.022e+00 5.8391e+00 7.61e-06 1.022e+00 1.0682e+01 8.43e-06
KOI_00941 8.510e-01 2.3827e+00 1.78e-05 8.510e-01 6.5815e+00 5.61e-05 8.510e-01 2.4665e+01 8.62e-05
KOI_00945 1.040e+00 2.5847e+01 1.63e-05 1.040e+00 4.0717e+01 2.22e-05
KOI_00951 8.120e-01 1.3197e+01 4.55e-05 8.120e-01 3.3653e+01 2.64e-05
KOI_00952 5.837e-01 2.8960e+00 4.01e-06 5.837e-01 5.9013e+00 1.60e-05 5.837e-01 8.7521e+00 1.45e-05 5.837e-01 2.2781e+01 2.22e-05
KOI_00954 9.342e-01 8.1153e+00 2.36e-05 9.342e-01 3.6926e+01 2.65e-05
KOI_00961 5.859e-01 4.5329e-01 2.20e-05 5.859e-01 1.2138e+00 2.62e-05 5.859e-01 1.8651e+00 2.05e-05
KOI_00986 8.893e-01 8.1875e+00 1.07e-05 8.893e-01 7.6050e+01 7.31e-06
KOI_00988 8.863e-01 1.0381e+01 1.52e-05 8.863e-01 2.4571e+01 1.48e-05
KOI_01001 1.324e+00 4.0807e+01 7.38e-05 1.324e+00 1.4009e+02 4.45e-05
KOI_01015 1.165e+00 4.0890e+00 6.01e-06 1.165e+00 9.4288e+00 2.22e-05
KOI_01050 7.144e-01 1.2691e+00 5.57e-06 7.144e-01 2.8531e+00 5.57e-06
KOI_01052 1.016e+00 6.8462e+00 8.53e-06 1.016e+00 1.7029e+01 1.85e-05
KOI_01060 1.210e+00 4.7579e+00 5.49e-06 1.210e+00 8.1938e+00 5.66e-06 1.210e+00 1.2110e+01 1.10e-05
KOI_01070 9.774e-01 6.6184e+00 1.85e-05 9.774e-01 9.2756e+01 2.54e-05 9.774e-01 1.0771e+02 5.50e-05
KOI_01078 5.623e-01 3.3537e+00 1.28e-05 5.623e-01 6.8775e+00 1.73e-05 5.623e-01 2.8464e+01 1.72e-05
KOI_01089 9.968e-01 1.2218e+01 8.51e-05 9.968e-01 8.6678e+01 2.98e-04
KOI_01102 9.643e-01 8.1452e+00 2.40e-05 9.643e-01 1.2333e+01 2.69e-05
KOI_01113 1.077e+00 2.5934e+01 2.58e-05 1.077e+00 8.3442e+01 3.09e-05
KOI_01127 9.777e-01 2.8368e+00 5.83e-06 9.777e-01 5.3267e+00 2.25e-05 9.777e-01 8.1281e+00 8.85e-06
KOI_01151 6.817e-01 5.2178e+00 2.10e-06 6.817e-01 7.4110e+00 2.82e-06
KOI_01161 7.936e-01 2.9714e+00 4.68e-06 7.936e-01 6.0574e+00 8.43e-06 7.936e-01 1.0937e+01 1.25e-05
KOI_01163 7.295e-01 2.9365e+00 7.12e-06 7.295e-01 8.0150e+00 5.92e-06
KOI_01194 6.070e-01 4.1764e+00 3.52e-06 6.070e-01 8.7078e+00 1.03e-05 6.070e-01 1.4863e+01 6.01e-06
KOI_01198 1.237e+00 1.0086e+00 7.12e-06 1.237e+00 1.0301e+01 1.21e-05 1.237e+00 1.6088e+01 2.83e-05 1.237e+00 3.5676e+01 2.73e-05
